sensorAddress,type,timestamp,gyro_x,accel_z,gyro_y,accel_y,gyro_z,accel_x,dataTrusted,earthquake,moving
1208272118,AccelGyro,2014-02-06T15:24:34.1362522Z,-43,12286,-408,-12090,51,-520,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:24:33.0491435Z,-45,12272,-405,-12096,29,-501,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:24:31.9310317Z,-46,12243,-407,-12078,72,-497,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:24:30.8349221Z,-51,12308,-404,-12144,55,-517,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:24:29.7008087Z,-48,12266,-409,-12085,68,-513,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:24:28.6056992Z,-46,12325,-404,-12140,44,-496,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:24:27.5065893Z,-46,12278,-403,-12091,58,-502,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:24:26.3704757Z,-47,12267,-406,-12122,84,-516,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:24:25.2763663Z,-52,12279,-401,-12104,121,-499,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:24:24.1772564Z,-51,12282,-397,-12103,135,-494,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:24:23.0461433Z,-49,12261,-395,-12097,146,-504,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:24:21.9410328Z,-47,12271,-397,-12089,121,-475,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:24:20.8239211Z,-43,12274,-390,-12084,165,-507,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:24:19.7188106Z,-46,12270,-394,-12085,180,-498,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:24:18.6267014Z,-49,12240,-391,-12060,171,-514,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:24:17.5295917Z,-52,12249,-396,-12055,171,-497,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:24:16.3894777Z,-47,12269,-393,-12038,162,-489,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:24:15.3033691Z,-49,12229,-382,-12058,235,-512,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:24:14.1732561Z,-52,12259,-391,-12051,184,-508,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:24:13.0681456Z,-42,12225,-384,-11995,221,-534,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:24:11.9650353Z,-44,12242,-384,-12009,190,-518,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:24:10.8709259Z,-46,12244,-391,-12016,190,-521,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:24:09.7398128Z,-50,12250,-390,-12025,155,-526,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:24:08.6337022Z,-44,12263,-390,-12012,165,-529,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:24:07.5485937Z,-47,12206,-388,-11974,186,-503,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:24:06.4194808Z,-38,12237,-390,-12006,143,-543,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:24:05.3243713Z,-37,12254,-392,-11954,137,-536,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:24:04.2292618Z,-43,12230,-390,-12006,173,-512,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:24:03.0891478Z,-37,12225,-391,-11970,157,-524,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:24:01.9990388Z,-39,12186,-393,-11982,173,-536,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:24:00.8679257Z,-35,12223,-396,-12007,129,-537,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:59.7998189Z,-38,12203,-395,-11980,133,-511,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:58.6487038Z,-43,12251,-396,-12018,123,-535,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:57.5435933Z,-34,12221,-393,-11948,139,-541,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:56.4544844Z,-41,12241,-400,-11977,103,-526,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:55.3223712Z,-34,12235,-401,-11993,55,-542,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:54.2222612Z,-38,12212,-392,-11958,92,-502,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:53.1121502Z,-37,12256,-403,-12001,85,-522,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:52.0190409Z,-35,12270,-403,-11980,27,-540,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:50.9089299Z,-38,12256,-399,-12002,62,-540,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:49.8108201Z,-36,12251,-411,-11992,32,-544,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:48.679707Z,-33,12236,-403,-11976,48,-525,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:47.5675958Z,-35,12244,-413,-12011,9,-530,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:46.4744865Z,-37,12220,-401,-12032,-2,-524,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:45.3433734Z,-40,12234,-407,-12013,54,-518,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:44.2702661Z,-37,12282,-417,-12036,-49,-530,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:43.1421533Z,-39,12273,-411,-12023,-19,-525,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:42.0570448Z,-35,12263,-411,-12065,-46,-522,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:40.928932Z,-37,12249,-408,-11999,13,-533,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:39.8308222Z,-36,12260,-410,-12068,-15,-526,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:38.7257117Z,-40,12287,-408,-12042,-6,-513,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:37.5875979Z,-46,12270,-407,-12065,21,-527,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:36.4824874Z,-47,12311,-414,-12106,-31,-526,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:35.3853777Z,-46,12273,-401,-12078,44,-543,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:34.2662658Z,-44,12292,-412,-12108,25,-515,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:33.1721564Z,-40,12285,-415,-12089,-16,-537,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:32.0750467Z,-45,12287,-407,-12111,38,-483,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:30.9519344Z,-40,12304,-409,-12087,15,-490,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:29.8208213Z,-48,12285,-404,-12095,82,-512,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:28.7507143Z,-47,12281,-400,-12129,56,-503,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:27.6136006Z,-52,12288,-406,-12097,30,-509,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:26.517491Z,-53,12270,-399,-12107,132,-499,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:25.3923785Z,-48,12294,-403,-12082,69,-505,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:24.287268Z,-53,12310,-407,-12120,113,-497,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:23.2031596Z,-41,12261,-398,-12081,113,-506,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:22.0660459Z,-53,12263,-387,-12055,168,-527,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:20.9609354Z,-50,12279,-392,-12118,150,-513,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:19.866826Z,-45,12254,-396,-12029,156,-494,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:18.7557149Z,-53,12282,-389,-12088,202,-529,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:17.6386032Z,-51,12259,-389,-12032,177,-524,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:16.5334927Z,-51,12240,-386,-12021,256,-520,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:15.4283822Z,-47,12262,-390,-12038,166,-512,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:14.3112705Z,-44,12226,-382,-12027,255,-537,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:13.2181612Z,-46,12241,-394,-12018,176,-513,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:12.1190513Z,-45,12247,-390,-11995,175,-521,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:11.0129407Z,-39,12239,-389,-11974,169,-520,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:09.8848279Z,-37,12255,-393,-12009,163,-514,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:08.7647159Z,-38,12257,-395,-11958,157,-531,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:07.6616056Z,-44,12233,-392,-11997,161,-512,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:06.5674962Z,-38,12212,-392,-11963,178,-541,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:05.4683863Z,-39,12232,-393,-11969,144,-512,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:04.3372732Z,-36,12237,-393,-11981,69,-522,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:03.2271622Z,-40,12199,-396,-11965,137,-538,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:02.1320527Z,-38,12223,-395,-11987,102,-532,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:23:01.0209416Z,-39,12254,-397,-11964,98,-531,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:59.9238319Z,-45,12243,-398,-11978,126,-531,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:58.7997195Z,-41,12226,-396,-11965,122,-555,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:57.70461Z,-39,12249,-398,-11979,116,-539,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:56.5704966Z,-36,12249,-399,-11970,82,-534,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:55.4603856Z,-40,12236,-392,-12002,115,-521,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:54.3572753Z,-38,12227,-398,-11974,73,-534,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:53.2681664Z,-29,12229,-401,-11973,78,-532,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:52.1490545Z,-34,12269,-410,-12026,17,-537,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:51.0199416Z,-38,12226,-406,-11974,35,-527,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:49.9268323Z,-40,12250,-400,-11992,51,-531,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:48.8087205Z,-36,12225,-407,-12015,25,-535,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:47.7156112Z,-36,12252,-412,-12019,-8,-523,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:46.6175014Z,-38,12235,-413,-12060,3,-534,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:45.4983895Z,-39,12280,-412,-12033,0,-525,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:44.3812778Z,-42,12268,-411,-12074,7,-507,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:43.2641661Z,-45,12285,-412,-12082,-31,-499,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:42.1610558Z,-43,12284,-410,-12062,42,-515,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:41.0539451Z,-47,12287,-416,-12093,-7,-501,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:39.9608358Z,-41,12260,-408,-12058,60,-509,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:38.8437241Z,-47,12304,-405,-12120,50,-521,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:37.7506148Z,-42,12266,-408,-12079,61,-528,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:36.6265024Z,-44,12258,-406,-12108,80,-504,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:35.5093907Z,-44,12293,-403,-12106,88,-506,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:34.4142812Z,-46,12305,-407,-12076,84,-537,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:33.3171715Z,-52,12289,-398,-12141,127,-493,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:32.1840582Z,-50,12305,-404,-12071,75,-531,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:31.0749473Z,-50,12287,-404,-12100,127,-507,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:29.9578356Z,-47,12257,-397,-12116,98,-507,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:28.8577256Z,-50,12282,-404,-12090,144,-506,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:27.771617Z,-52,12273,-394,-12087,133,-526,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:26.6695068Z,-46,12271,-391,-12057,151,-514,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:25.5293928Z,-47,12281,-391,-12095,191,-515,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:24.4392838Z,-45,12261,-391,-12043,182,-510,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:23.3071706Z,-47,12254,-391,-12035,224,-510,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:22.2030602Z,-48,12250,-387,-12040,214,-507,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:21.110951Z,-52,12280,-403,-12035,140,-503,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:20.0088408Z,-49,12287,-393,-12045,207,-525,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:18.8787278Z,-46,12215,-390,-12000,181,-516,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:17.7746174Z,-42,12215,-389,-11967,189,-527,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:16.6575057Z,-41,12248,-394,-12026,171,-530,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:15.5523952Z,-44,12200,-390,-12011,179,-499,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:14.4582858Z,-49,12240,-384,-12015,182,-527,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:13.3631763Z,-41,12216,-393,-11990,159,-525,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:12.2310631Z,-45,12238,-390,-12013,165,-519,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:11.1459546Z,-37,12261,-393,-11971,139,-520,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:10.0128413Z,-39,12235,-391,-11982,176,-545,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:08.9037304Z,-36,12251,-398,-11986,89,-547,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:07.809621Z,-38,12234,-392,-11960,146,-541,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:06.7105111Z,-36,12215,-398,-11992,100,-506,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:05.5733974Z,-34,12233,-403,-11957,49,-554,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:04.4672868Z,-37,12277,-398,-11991,99,-532,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:03.3831784Z,-32,12233,-412,-11970,0,-533,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:02.2510652Z,-29,12247,-399,-12011,62,-509,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:01.1599561Z,-32,12250,-411,-12017,3,-535,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:22:00.0628464Z,-37,12245,-408,-12014,3,-516,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:58.928733Z,-36,12251,-408,-12048,1,-507,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:57.8226224Z,-44,12282,-413,-12073,-11,-507,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:56.7135115Z,-40,12262,-412,-12036,-11,-509,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:55.6174019Z,-37,12288,-404,-12079,-22,-508,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:54.4962898Z,-36,12305,-412,-12066,-41,-513,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:53.3911793Z,-44,12298,-407,-12089,59,-527,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:52.2990701Z,-45,12313,-409,-12095,7,-539,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:51.1689571Z,-43,12258,-407,-12071,57,-517,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:50.077848Z,-47,12268,-410,-12085,44,-522,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:48.9787381Z,-43,12299,-409,-12070,52,-507,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:47.8516254Z,-45,12304,-412,-12115,45,-507,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:46.7435146Z,-44,12268,-402,-12095,52,-521,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:45.6224025Z,-50,12269,-400,-12062,86,-499,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:44.5322935Z,-43,12297,-405,-12088,33,-524,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:43.4001803Z,-45,12268,-402,-12081,89,-489,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:42.3030706Z,-44,12318,-398,-12105,94,-504,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:41.2029606Z,-46,12269,-404,-12116,73,-510,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:40.1048508Z,-46,12305,-394,-12064,139,-514,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:38.9737377Z,-43,12317,-401,-12099,83,-506,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:37.8556259Z,-49,12272,-396,-12082,138,-500,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:36.7505154Z,-53,12266,-394,-12126,90,-511,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:35.6474051Z,-46,12299,-399,-12097,128,-505,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:34.526293Z,-53,12277,-398,-12059,150,-519,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:33.4551859Z,-48,12311,-392,-12091,125,-482,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:32.3180722Z,-53,12278,-391,-12055,138,-516,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:31.2199624Z,-48,12262,-387,-12083,196,-534,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:30.1008505Z,-47,12262,-390,-12069,149,-524,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:29.0077412Z,-48,12270,-391,-12070,205,-523,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:27.9086313Z,-49,12314,-393,-12052,166,-500,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:26.7795184Z,-49,12262,-389,-12035,205,-549,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:25.6674072Z,-50,12290,-391,-12047,171,-514,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:24.5612966Z,-49,12211,-389,-12015,173,-511,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:23.4691874Z,-42,12271,-387,-12019,179,-521,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:22.3430748Z,-43,12269,-391,-12004,174,-528,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:21.2579663Z,-43,12252,-385,-11992,172,-515,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:20.1208526Z,-46,12272,-389,-12039,161,-516,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:19.0167422Z,-40,12241,-386,-12007,195,-532,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:17.9256331Z,-41,12246,-384,-11971,212,-540,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:16.79452Z,-41,12288,-383,-11984,167,-506,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:15.7014107Z,-43,12220,-392,-12022,227,-526,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:14.5902996Z,-37,12257,-396,-11985,113,-511,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:13.4711877Z,-39,12234,-391,-11985,206,-521,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:12.3660772Z,-38,12264,-386,-11985,159,-514,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:11.2499656Z,-37,12257,-391,-12009,149,-518,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:10.1548561Z,-38,12257,-390,-11996,186,-511,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:09.0247431Z,-40,12242,-393,-11972,141,-545,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:07.9196326Z,-31,12229,-394,-11975,107,-528,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:06.8255232Z,-39,12264,-401,-11997,98,-506,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:05.7184125Z,-28,12225,-397,-11946,101,-546,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:04.5993006Z,-33,12231,-403,-11985,37,-549,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:03.5051912Z,-39,12242,-408,-12005,15,-518,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:02.3750782Z,-32,12233,-404,-11958,80,-539,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:01.2699677Z,-33,12248,-405,-12009,15,-518,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:21:00.1658573Z,-36,12280,-403,-11990,50,-546,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:20:59.0607468Z,-41,12301,-402,-12058,39,-519,TRUE,0,0
1208272118,AccelGyro,2014-02-06T15:20:57.9396347Z,-32,12255,-399,-11961,65,-524,TRUE,0,0
